id                                  , season_id                           , volume_number, title          , description                                                                                                                                                                                                                  , poster_url                                                                                                             , download_url_720p                         , download_url_1080p                        , file_size_720p, file_size_1080p, created_at                   , updated_at
ee921d26-2ef3-4cbb-abd5-a10d9912750d, 49eaab8c-b11f-4a32-b144-fa432a542ea8,             1, Season 5-VOL: 1, "Sierra holds the Professor captive to extract information about the gang's plan. As the army closes in on the Bank of Spain, the thieves face their toughest battle yet — fighting to survive and protect their freedom."   , https://resizing.flixster.com/ITt1FPrFePNR6FSqZrZK7BocG2U=/ems.cHJkLWVtcy1hc3NldHMvdHZzZWFzb24vUlRUVjEwMTMyOTMud2VicA==, https://hubcloud.foo/drive/fi1ia3avbzxgy3f, https://hubcloud.foo/drive/0zgouhgxfvvz1vu, 2.36 GB       , 4.95 GB        , 2026-06-10 12:14:56.335235+00, 2026-06-13 07:28:54.53787+00
fd42aaa4-db7d-496c-a726-df99744d3044, 49eaab8c-b11f-4a32-b144-fa432a542ea8,             2, Season 5-VOL: 2, "In the explosive final volume, the gang faces the ultimate reckoning. With no escape routes left, the Professor makes his boldest move yet as loyalties are tested and sacrifices are made in the final hours of the heist.", https://resizing.flixster.com/ITt1FPrFePNR6FSqZrZK7BocG2U=/ems.cHJkLWVtcy1hc3NldHMvdHZzZWFzb24vUlRUVjEwMTMyOTMud2VicA==, https://hubcloud.foo/drive/54_ssw_lgbn1abl, https://hubcloud.foo/drive/_ydjccevu-cg1g_, 2.53 GB       , 8.3 GB         , 2026-06-10 12:21:44.012104+00, 2026-06-13 07:28:54.53787+00
