id                                  , season_id                           , episode_number, title                                                                                             , description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , thumbnail_url                                                                                                                                                      , duration, download_url_720p                         , download_url_1080p                        , file_size_720p, file_size_1080p, views_count, downloads_count, created_at                   , updated_at                   , volume_id
01e48ac5-e0e9-49f5-a257-dd4378614120, 87dc25d1-9849-4b1e-abea-cedd4beca66a,              5, Episode 5                                                                                         , "A senior Israeli officer tries to smoke Abu Ahmed out of hiding. Ali fights suspicions of duplicity, and Boaz joins the squad on a risky ambush."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://image.tmdb.org/t/p/w500/WwpfQiQRMY6hlc9BOb6nbtqMbq.jpg                                                                                                     ,       38,                                           ,                                           ,               ,                ,           0,               0, 2026-09-13 23:18:05.007782+00, 2026-09-13 23:18:05.007782+00, 
022b03a1-f87b-490e-948f-b525ca0c5d3d, 4b6b726c-dab5-4a76-8d2e-a745db68d196,              4, Episode 4                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                    ,         , https://hubcloud.foo/drive/4yo1c4cwknoxbnx, https://hubcloud.foo/drive/usocsotw2e1wcty, 522.1 MB      , 1.12 GB        ,           0,               0, 2026-03-03 21:59:23.654841+00, 2026-08-01 12:14:58.714693+00, 
022eba6e-968e-44eb-8907-a6aa9e8d56c8, a588a051-fd42-4983-8b65-75f78ecdf104,              5, Those Moments I Have Never Regretted                                                              , "After a triumphant basketball game, Jiang Jia develops a crush on one of the players. Soon after, Zaizai is blamed for conducting an unseemly act."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , https://image.tmdb.org/t/p/w500/qbB2i3RkJxq9ohOfAgPBy7EA5sM.jpg                                                                                                    ,       40,                                           , https://hubcloud.foo/drive/sxm4g14nnps4mxn,               , 2 GB           ,           0,               0, 2026-05-01 02:49:16.645003+00, 2026-08-01 12:14:58.714693+00, 
0249e662-618a-4fc7-b9a9-db4cbd9d6a6c, 67ca2e33-e3de-4bdf-8f1a-1dfe31ba45ef,            330, I Want to Live...! Nozomi's Zanpakutō                                                             , "As the remaining members of the Gotei 13 try to recover, Nozomi Kujō decides she wants to help the others."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://image.tmdb.org/t/p/w500/g1LnH0ILLlJJIcnGWfBnwtQFmOd.jpg                                                                                                    ,       22,                                           ,                                           ,               ,                ,           0,               0, 2026-01-28 10:25:08.649239+00, 2026-08-01 12:14:58.714693+00, 
0257a641-4fb2-4463-879e-a333a6e08533, 4b30eed0-d092-466b-bd28-2d40e03c2a87,              4, Episode 4                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                    ,        0,                                           ,                                           ,               ,                ,           0,               0, 2026-07-13 21:00:01.621633+00, 2026-08-01 12:14:58.714693+00, 
0267272b-60ba-4bc9-b927-87c8bc31a80f, fed0912d-e0fc-4f6e-a1c4-ca0e308b7604,             19, A Dozen Red Roses                                                                                 , Patrick Jane and the team go to Hollywood when they investigate the murder of a movie producer.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://image.tmdb.org/t/p/w500/laEDZyGBwpohflDrPyS6U48Q55Q.jpg                                                                                                    ,       42,                                           ,                                           ,               ,                ,           0,               0, 2026-08-28 16:34:40.962541+00, 2026-08-28 16:34:40.962541+00, 
026dadd6-129e-496f-a187-be0a2af5625b, 01db9383-89b8-49f1-9848-cfb3e02e6b92,             26, Pyaar Ki Paathshala                                                                               ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://image.tmdb.org/t/p/w500/6idbzSVXJnfNP3Byhehd5tdMmuD.jpg                                                                                                    ,        0,                                           ,                                           ,               ,                ,           0,               0, 2026-09-12 17:00:36.552646+00, 2026-09-12 17:00:36.552646+00, 
026ff1f1-d5b0-4e5b-a290-e99aebd97dae, 69fe3580-243a-415b-9432-939ccae8c5b2,             10, Episode 10                                                                                        , "Rejoined by an old ally, the team leans on Abu Mohammed while preparing for an all-out assault. Bashar discovers a deception and makes a desperate move."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://image.tmdb.org/t/p/w500/zynDBaIMzfpwbWn1SpDB99YVJmp.jpg                                                                                                    ,       37,                                           ,                                           ,               ,                ,           0,               0, 2026-09-13 23:18:05.900722+00, 2026-09-13 23:18:05.900722+00, 
027525c6-be92-4248-ba4b-ecd493905310, 93f2349c-69b0-44c8-a789-927d4e51a111,              5, Shotgun                                                                                           , Breaking.Bad.S04.E05.720p &1080p.BluRay.Hindi.DD2.0-English.5.1.ESub.x264-HDHub4u.Tv.mkv                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,                                                                                                                                                                    ,        0, https://hubcloud.fyi/drive/y7y5usuizuixylm, https://hubcloud.fyi/drive/ei2rbrkqgtxtnmq, 425.55 MB     , 874.87 MB      ,           0,               0, 2025-11-12 09:55:24.92529+00 , 2026-08-01 12:14:58.714693+00, 
027957e7-aae9-4140-8729-690824d1b94a, 878a2b91-59e3-4a0e-b399-5f1c1fcf20cb,              1, Chapter One: The Hellfire Club                                                                    , El is bullied at school. Joyce opens a mysterious package. A scrappy player shakes up D&D night.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , https://image.tmdb.org/t/p/w500/xeNKubDmPiMraW4hXqzEBrN6f4A.jpg                                                                                                    ,       79, https://hubcloud.foo/drive/aqzs1v_xwbxdsea,                                           , 696.84 MB     ,                ,           0,               0, 2025-12-30 02:10:14.923439+00, 2026-08-01 12:14:58.714693+00, 
02848b65-7958-408d-9260-d9cd4c95af3a, b2b541e9-086f-4ce6-96ca-639e48306907,              3, The Scales & the Sword                                                                            ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://image.tmdb.org/t/p/w500/6ORfhQRfFGDQVPduZvFOzvVg2N1.jpg                                                                                                    ,        0, https://hubcloud.foo/drive/4e9s1n1m4a1o4j4, https://hubcloud.foo/drive/1ccz7o55zhyjnzg, 455.68 MB     , 1008.7 MB      ,           0,               0, 2026-03-25 21:47:30.776509+00, 2026-08-01 12:14:58.714693+00, 
028c22e1-c904-4669-ab15-d04d9f8ab413, 0499419e-93ec-42f8-9e3f-00286460e97a,              5, Episode 5                                                                                         , "Jin-eon steps back in response to Kyeong-do's flirting. Kyeong-do then settles into Ji-woo's home, insisting he will stay close and take care of her alcoholism."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://image.tmdb.org/t/p/w500/oCTU57KctSvDhia81Vbps0P0Jxw.jpg                                                                                                    ,       78, https://hubcloud.foo/drive/puq9bdeyscwqsq4, https://hubcloud.foo/drive/iv7nbdkvw4e22o1, 764.18 MB     , 1.67 GB        ,           0,               0, 2025-12-30 02:37:11.130321+00, 2026-08-01 12:14:58.714693+00, 
02b3cb85-fe54-4294-8e63-e12c83209a13, d95c2ff4-8ed0-4de1-baad-7ac09611350c,              8, Sealed with a Kiss                                                                                , "Season Finale: Dreams hang in the balance as Stella's concert plan comes together. With emotions running high, will Kitty reveal her feelings before the semester ends?
                                                                                                                                                                                                
                                                                                                                                                                                                Season Finale"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://image.tmdb.org/t/p/w500/dyQjOGc449WD8t9QddK6hQXGDqE.jpg                                                                                                    ,       33, https://hubcloud.foo/drive/ajnjbxlx4bybaju, https://hubcloud.foo/drive/zqjuwhhuhxheequ, 315.14 MB     , 696.89 MB      ,           0,               0, 2026-04-11 20:53:28.584399+00, 2026-08-01 12:14:58.714693+00, 
02bf230a-d2d1-46c8-b6de-2820b8739cac, ed222138-0099-431c-b1f0-3bcab704cf70,              4, An Affair of Honor                                                                                , Daphne receives a stunning gift from Prince Friedrich but soon courts scandal at a ball. Eloise searches for clues to Lady Whistledown's identity.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://image.tmdb.org/t/p/w500/1TLisjozb6ayNIjubOPiERy72ei.jpg                                                                                                    ,       62, https://hubcloud.foo/drive/wnm1bmwnnrw7bvt, https://hubcloud.foo/drive/lvmk4tkizklupvv, 603.97 MB     , 1.29 GB        ,           0,               0, 2026-01-30 01:48:03.489271+00, 2026-08-01 12:14:58.714693+00, 
02c5418d-684c-49e2-9253-5b235b76832f, 67ca2e33-e3de-4bdf-8f1a-1dfe31ba45ef,            150, Oath! Back Here Alive Again                                                                       , Ichigo Kurosaki and his group arrive in Las Noches.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , https://image.tmdb.org/t/p/w500/wZrcv4EjLke36PerYbjtHy6WnsJ.jpg                                                                                                    ,       24,                                           ,                                           ,               ,                ,           0,               0, 2026-01-28 10:25:08.26567+00 , 2026-08-01 12:14:58.714693+00, 
02d03dba-91eb-471f-b0b1-efa86c1fb54c, 5617f159-038a-441c-975f-958eb0193eec,              4, The Blue Whale                                                                                    , "Digging into Vinny's secret online game, Pedro and Pritam uncover a digital maze. A subtle discovery rattles the family, as Pritam's past creeps closer than he expects."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://image.tmdb.org/t/p/w500/p7OlHqgZXFHt7H5WTyzFkljVg1Q.jpg                                                                                                    ,       33, https://hubcloud.cx/drive/1x1nsf11n1uzff1 , https://hubcloud.cx/drive/50kdlvdv0fyz0qh , 313.78 MB     , 670.97 MB      ,           0,               0, 2026-07-04 19:50:24.837488+00, 2026-08-01 12:14:58.714693+00, 
02d59ff3-c172-4be9-b396-2cbddabef0f2, d9efbdfd-a8c8-4430-960e-9b81d5d74500,              1, Freedom Day                                                                                       , Sheriff Becker's plans for the future are thrown off course after his wife meets a hacker with information about the silo.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://image.tmdb.org/t/p/w500/rpZhJcWPpyLvPC5Vid61GD6JHVu.jpg                                                                                                    ,       60,                                           ,                                           ,               ,                ,           0,               0, 2026-07-13 20:58:21.453237+00, 2026-08-01 12:14:58.714693+00, 
02d8cf02-21e0-4652-bfe8-1cf5de77b9f6, dd1b64ce-2ed0-4ca1-b55a-179b62661a6e,              1, Episode 1                                                                                         , "Once a rising actor, Hyeon-jun lived quietly until a student film made him a star. 7 years later, undercover reporter Jeong-sin drops into his world!"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , https://image.tmdb.org/t/p/w500/9qSonA8UnPZmlUVqzfkJQZ1mMHS.jpg                                                                                                    ,       62, https://hubcloud.foo/drive/2yyta2hnmh22a4l, https://hubcloud.foo/drive/p3aznqofyqjjsjs, 602.72 MB     , 1.32 GB        ,           0,               0, 2025-12-30 02:42:36.275193+00, 2026-08-01 12:14:58.714693+00, 
02dac103-b3ff-43c0-aefd-3c8687385fb3, 07a8a776-3386-4cee-9b47-268969f67305,              4, Terror Zone                                                                                       , "Struggling streamers Fujita and Kaho spot the Human Vapor in an idol music video. Hungry for a scoop, Fujita sneaks into the production company behind it."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://image.tmdb.org/t/p/w500/uC2U4CblnXBcGrc0e3c6kRUdW1n.jpg                                                                                                    ,       52,                                           ,                                           ,               ,                ,           0,               0, 2026-07-07 14:33:02.8506+00  , 2026-08-01 12:14:58.714693+00, 
0302882e-6c31-4338-a4c0-9ad55ef7a51c, 7352aedb-6c65-47c7-9dff-ab299b3e4354,              3, Flying Saucer                                                                                     , "When the team falters, Xerxes's unwavering belief, bolstered by family support, keeps Titan alive, leading to funding, a factory, and the birth of India's first Quartz watch. But just as the dream takes physical form, a public humiliation by a foreign rival threatens to shatter everything they've built."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        , https://image.tmdb.org/t/p/w500/f2yrbO9kI6dWNM10tJNTKqEo5UE.jpg                                                                                                    ,       54,                                           ,                                           ,               ,                ,           0,               0, 2026-06-04 17:34:34.212253+00, 2026-08-01 12:14:58.714693+00, 
0304c105-2d52-4234-9132-14d3f986a14a, efb59ac2-c51d-42dd-ab94-6e85df946eb9,             15, 9:00 P.M.                                                                                         ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                    ,         ,                                           ,                                           ,               ,                ,           0,               0, 2026-01-11 03:35:50.242618+00, 2026-08-01 12:14:58.714693+00, 
03059709-99d0-4a62-b0a2-5ff209ff1aae, 74eb542c-df01-4532-98e5-60b34470e829,              7, The Handoff                                                                                       ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                    ,         , https://hubcloud.foo/drive/xoxz7x9qceqm67o, https://hubcloud.foo/drive/xnholrjegu1hdzl, 479.43 MB     , 1.03 GB        ,           0,               0, 2025-12-30 02:32:17.47356+00 , 2026-08-01 12:14:58.714693+00, 
0331a589-3500-4800-945b-87fb07650db6, 192d6759-fe48-408e-8480-5e3f559af5fc,              3, "Spin The Wheel With Eesha, Harshmaan And Vaishnavi"                                              , "Dr Eesha Bharadwaj, Harshmaan Singh Arora, and Vaishnavi Thakur gear up to spin the wheel. How much prize money will they take home?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , https://image.tmdb.org/t/p/w500/omCx5iBXelpiTkuaRXaiNQmgQKU.jpg                                                                                                    ,         , https://vcloud.ac/838eaf                  , https://vcloud.ac/d10b5b                  , 749 MB        , 1.4 GB         ,           0,               0, 2026-02-01 09:06:49.784162+00, 2026-08-01 12:14:58.714693+00, 
0340c595-a18f-447b-ae78-c3483f57fb15, 192d6759-fe48-408e-8480-5e3f559af5fc,             16, "Spin the Wheel with Akansha, Akriti and Astha"                                                   , "Akansha, Akriti, and Astha, a trio of triplets, step up to the wheel with Akshay Kumar to win cash prizes and gifts. Will they sparkle on the wheel?"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , https://image.tmdb.org/t/p/w500/8nhFJxyf8Xr0eGgDeE3X5zSWIQq.jpg                                                                                                    ,       57,                                           ,                                           ,               ,                ,           0,               0, 2026-03-06 14:04:00.608034+00, 2026-08-01 12:14:58.714693+00, 
034232fc-4af2-4de7-88e7-c79e5c4f6e30, e60e540d-8e34-4be5-8540-9f2379f22486,             13, "Hello, Elliot"                                                                                   , "Goodbye, Friend"                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , https://image.tmdb.org/t/p/w500/rnD5umHZG1DCJjEU1xbwM9Fne0G.jpg                                                                                                    ,       51,                                           ,                                           ,               ,                ,           0,               0, 2026-03-19 21:27:45.85078+00 , 2026-08-01 12:14:58.714693+00, 
037512a6-1c69-4926-91a0-6b21fa794716, 9918113b-c015-49fd-9fdc-d458c06ed92e,              4, Chapter Four: The Body                                                                            , "Refusing to believe Will is dead, Joyce tries to connect with her son. The boys give Eleven a makeover. Nancy and Jonathan form an unlikely alliance."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , https://image.tmdb.org/t/p/w500/60wmC1e20HV8gu688GAhsWxqxPx.jpg                                                                                                    ,       50, https://hubcloud.foo/drive/4irlivq9di1sioj, https://hubcloud.foo/drive/hmiuycueiqiai06, 465.95 MB     , 1 GB           ,           0,               0, 2025-12-30 02:10:12.678046+00, 2026-08-01 12:14:58.714693+00, 
0379caf7-727c-4afa-b6b1-92e0dd951721, 70d3775c-a71a-4e2b-9ecd-758ca186631c,              4, Saturday Morning Funtime                                                                          , "Aziraphale and Crowley's friendship is tested to the limit as their superiors catch up with them. Armageddon starts in earnest, with the Antichrist's powers wreaking havoc across the globe."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://image.tmdb.org/t/p/w500/5849b7h54TY79qypymqQdrUutOx.jpg                                                                                                    ,       57,                                           ,                                           ,               ,                ,           0,               0, 2026-05-13 14:34:25.68914+00 , 2026-08-01 12:14:58.714693+00, 
037c510b-023e-4b47-90bc-4753b31d5020, 8cddc4a8-2441-435d-9943-0f3bacca473e,              4, The Love That Kills                                                                               , "SP Rathika brings in her lawyer-husband Sukumaran to help with Mani's case. Mani opens up to SI Moosa and Sukumaran and recalls what happened with him and Nilavathi. However, Moosa and SP Rathika must find a way to reopen the case against the wishes of their higher-ups, even if it means staking everything. With official channels closing in, Raaza devises a bold strategy to turn the tables."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://image.tmdb.org/t/p/w500/oqLonAUjOnuoO7gyS0Xg53mY27N.jpg                                                                                                    ,       38,                                           ,                                           ,               ,                ,           0,               0, 2026-08-07 18:27:01.185382+00, 2026-08-07 18:27:01.185382+00, 
0385b548-3e8a-41e7-8c54-c72d477e2894, 82ed2d34-099b-4327-a5c6-5abb29485ad8,              5, Episode 5                                                                                         , Rio is disturbed by news he sees on the television. A break in the investigation puts the Professor at risk of being discovered.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , https://image.tmdb.org/t/p/w500/w0IbY3aetrS01ZV0YySsLK1ypIA.jpg                                                                                                    ,       72, https://hubcloud.foo/drive/vh9hhatjhzbhc5m,                                           , 269.51 MB     ,                ,           0,               0, 2026-06-10 06:52:32.233981+00, 2026-08-01 12:14:58.714693+00, 
